Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue
2024-10-13,Paid Search,460.5,18867,750,38,2636.6
2024-01-26,Paid Social,1064.58,117573,1281,30,1911.86
2025-01-07,SEO,170.04,194925,3802,111,7392.96
2025-05-24,Paid Social,2077.1,253424,3304,85,6003.38
2024-02-02,EMAIL,94.35,79656,3524,253,16083.33
2024-05-24,Paid Search,579.77,23747,931,38,2544.97
2024-12-25,seo,225.21,257152,5944,174,11966.86
2025-01-08,Email,100.31,83021,3209,209,13113.65
2024-04-07,Paid Social,894.42,101825,1052,26,1647.55
2024-12-15,Email,79.32,70880,3051,191,10700.02
2024-08-07,Email,90.72,76783,3374,234,13800.43
2024-09-27,Paid Social,1972.79,213684,2784,79,5354.04
2024-09-05,SEO,211.52,248971,5292,146,10531.16
2025-05-08,SEO,220.76,224289,4503,148,9443.67
2025-04-08,Email,96.51,79619,3752,225,12381.41
2024-01-12,Paid Search,635.55,26234,1013,44,3242.55
2024-03-22,Paid Social,1306.66,151542,1662,45,3244.31
2025-08-07,Paid Search,749.27,33735,1157,53,4106.17
2025-03-03,Email,93.11,78790,3745,249,14236.49
2025-10-03,Email,101.03,85378,3310,209,11887.96
2024-01-23,PAID SOCIAL,1080.39,120095,1340,33,2144.38
2025-01-22,Paid Search,813.36,38402,1456,68,4745.08
2025-07-27,Email,70.63,55676,2448,144,7947.74
2025-01-18,Paid Social,2246.11,259010,3145,93,6701.15
2025-04-25,SEO,176.62,206621,4858,134,9605.3
2024-09-20,Email,105.23,85587,4065,235,13010.23
2024-11-10,Email,78.58,68796,2832,200,12088.49
2024-08-07,SEO,192.67,207998,4640,123,9189.63
2025-04-06,Paid Social,2398.29,258800,3168,88,5712.3
2025-04-05,SEO,149.16,164080,3363,106,7091.69
2025-07-29,Paid Search,838.27,38168,1228,63,4306.18
2025-09-11,Paid Search,692.64,30137,1029,45,3585.53
2024-05-29,Email,83.58,64124,2648,149,8791.35
2025-03-14,Paid Search,758.64,35668,1254,64,5138.16
2024-02-25,Paid Search,432.96,18911,679,27,1854.81
2024-01-09,SEO,,187094,4180,121,8126.91
2024-08-19,Paid Social,1702.41,205797,2513,66,4781.63
2025-01-06,Email,93.44,81196,3747,241,13682.81
2024-10-30,Paid Social,2608.56,314185,3601,94,6674.77
2025-07-17,Paid Social,3363.29,370405,3902,71,5211.15
2025-07-19,Paid Social,2835.95,306565,3860,99,7299.54
2025-05-10,Paid Social,2073.17,266998,3327,85,6310.09
2025-07-04,Paid Social,3888.17,439929,6061,120,7476.79
2024-04-23,PAID SEARCH,680.3,28990,1045,46,3442.12
2025-04-01,Email,103.23,80340,3742,218,14417.14
2025-07-14,SEO,212.96,227607,4656,141,9916.64
2025-09-29,Paid Social,3449.32,442007,5672,105,7446.17
2024-12-27,Paid Social,2779.57,306584,3202,85,6328.67
2024-01-08,Paid Social,800.84,87294,973,27,1846.79
2024-09-29,Email,75.04,62245,3026,211,12571.62
2024-01-21,Paid Social,688.4,80019,989,24,1696.28
2025-04-13,Paid Social,2092.87,242501,2539,74,5424.17
2025-06-09,Paid Search,759.89,36863,1421,67,5153.26
2024-04-08,Paid Search,573.94,26002,952,47,3388.32
2025-04-08,Paid Search,814.19,39090,1469,58,4318.98
2025-05-28,Email,101.78,88047,3735,251,14988.94
2025-01-15,Email,104.73,89665,4187,232,15484.95
2025-10-16,Paid Search,830.78,40710,1301,50,3360.07
2025-08-07,Paid Social,3168.13,390255,4308,84,5231.96
2024-12-11,Paid Social,,299740,3311,82,5587.02
2024-09-28,Paid Social,1425.19,176281,1951,48,3009.58
2025-09-06,Paid Social,2956.22,341628,4308,103,7188.93
2024-06-17,Paid Search,685.77,28474,1113,43,3484.25
2024-04-08,SEO,158.42,181194,3806,101,7359.18
2024-04-20,email,66.47,59273,2827,191,12033.29
2024-10-25,Paid Social,2385.12,302046,3493,87,5642.68
2025-08-19,Paid Search,712.64,29652,980,49,3973.43
2024-02-10,Paid Social,748.58,83182,928,28,2050.6
2024-05-27,Paid Search,733.32,35345,1392,58,4653.28
2024-10-02,Email,93.19,80851,3593,250,13956.69
2025-10-19,Email,75.64,62760,2735,182,12191.55
2024-05-22,Email,87.05,67532,3065,175,11603.83
2024-09-16,seo,213.74,217672,4209,112,7121.73
2025-02-24,Email,87.85,71144,3257,182,10229.0
2025-09-08,email,114.15,88914,4126,266,17734.85
2024-07-23,SEO,210.95,244645,5281,145,9859.26
2024-07-01,Paid Search,605.59,29281,1068,41,3233.23
2025-03-08,Paid Search,473.93,20397,630,25,1892.94
2024-05-30,Paid Search,620.46,30863,1139,53,3533.49
2024-01-31,Paid Social,956.15,102036,1269,37,2360.3
2024-07-28,Paid Social,1414.27,171105,1761,55,3656.89
2024-11-02,SEO,126.14,142404,3188,110,7967.7
2025-06-15,Paid Social,2812.7,326977,4162,84,5855.06
2025-04-15,Paid Search,687.11,30366,915,43,3355.19
2025-07-17,SEO,,239822,4886,146,10717.54
2024-10-24,Email,106.62,85364,3755,227,14733.46
2024-02-09,Paid Search,703.74,30665,1088,52,4012.28
2024-06-07,Email,79.26,68204,3290,225,14922.1
2024-01-10,Email,88.7,69843,3263,204,13650.39
2024-07-27,SEO,159.54,173888,3198,84,6387.66
2024-08-11,Paid Search,493.41,22357,725,28,2153.17
2025-08-02,Email,69.07,55802,2224,145,8680.78
2024-12-11,Paid Search,602.48,28299,934,40,3131.48
2024-09-16,Email,107.72,91286,4047,285,17704.04
2024-12-10,Paid Social,2459.28,314212,4105,117,8238.06
2024-05-01,Email,90.04,78272,3374,204,11329.63
2024-10-28,Email,94.45,82636,3314,201,12414.84
2025-01-12,Paid Social,1890.25,219366,2498,67,4793.19
2024-04-03,Paid Social,1305.73,142800,1665,39,2589.07
2025-03-27,SEO,215.81,245404,4782,156,11910.28
2024-01-21,SEO,136.71,144440,2645,84,6138.81
2024-12-19,Email,99.14,83398,3342,203,12790.95
2024-03-21,paid social,1322.7,157841,1757,55,3520.13
2024-12-13,Paid Social,2571.67,278574,3527,84,5248.45
2024-06-06,SEO,186.44,214079,4342,126,8171.04
2024-11-14,Paid Search,672.86,28413,950,44,3282.91
2025-08-16,Email,72.03,65475,3079,187,10799.21
2025-07-19,SEO,178.29,210049,4466,145,10358.26
2025-01-04,Paid Search,451.57,19776,671,32,2413.69
2025-06-23,SEO,212.55,223319,4115,135,8646.63
2024-02-24,Paid Social,745.17,95370,1300,40,2520.53
2025-04-27,Paid Social,2531.35,317385,4317,94,6944.41
2025-03-27,Email,97.11,84645,4138,258,16938.66
2025-07-06,Paid Social,2514.79,268117,3110,83,5728.82
2025-02-07,Paid Social,2628.14,301245,3171,72,4553.85
2024-06-07,SEO,203.21,237664,5366,159,11687.16
2024-09-13,paid social,2287.28,287115,3123,80,5150.8
2025-09-27,Paid Search,510.34,23662,760,30,2241.99
2025-10-18,Paid Social,2899.37,315439,3694,93,5906.23
2024-06-14,Paid Social,1600.53,191278,2089,57,3969.16
2025-06-16,Paid Social,3139.09,379608,4854,119,7386.72
2025-04-07,Paid Social,3065.93,381091,5119,111,8216.65
2025-06-27,Email,94.16,72957,3567,212,13251.88
2024-06-22,Email,63.93,52547,2215,159,9791.16
2024-05-14,Paid Social,1507.0,191259,2197,66,4291.78
2024-01-26,SEO,192.33,220018,3985,134,8848.43
2025-07-11,Email,113.1,89441,3628,253,16459.44
2024-05-17,Paid Search,722.36,30347,1052,51,3923.12
2024-11-28,Email,108.69,99097,4618,262,14405.03
2024-12-26,SEO,210.56,237879,5402,147,11141.9
2024-04-17,Email,84.0,73680,3151,217,14112.68
2024-06-17,SEO,162.98,195257,3791,128,8920.38
2024-04-03,Paid Search,695.77,30832,1190,59,4683.22
2025-08-05,Paid Social,3299.64,412719,4659,113,7594.4
2025-10-02,Email,88.06,73113,3503,218,12974.79
2024-03-12,Email,78.08,66644,3007,173,11029.14
2024-10-17,SEO,192.16,207268,3829,128,8414.93
2024-08-13,Paid Search,772.63,34803,1389,54,3731.24
2025-09-05,Paid Social,3721.15,450379,6213,126,9131.86
2024-05-03,Paid Social,1671.87,207570,2416,71,4425.86
2025-02-23,Paid Social,2130.69,230165,2588,61,4497.94
2025-10-22,SEO,218.83,264275,4902,173,11761.39
2025-05-03,Paid Search,472.8,21542,859,36,2522.25
2025-08-22,Email,99.74,85404,3591,259,17211.36
2024-07-07,Paid Social,1227.92,144140,1596,42,2686.77
2024-07-04,Email,96.03,75871,3032,212,12693.98
2025-05-23,Paid Social,3122.38,390227,5194,123,7599.07
2025-03-08,EMAIL,76.71,58911,2821,178,9971.36
2025-06-11,Paid Search,765.18,34553,1189,57,4133.29
2025-09-23,Email,107.32,96438,4787,321,20129.04
2024-02-28,SEO,202.13,206107,4162,127,9391.29
2024-08-18,Email,75.88,64412,3204,225,13760.09
2025-06-01,Paid Search,522.03,23624,828,36,2808.24
2024-10-15,Email,101.62,81623,4050,248,14518.77
2024-06-12,Paid Social,1616.16,197395,2279,62,4238.26
2024-12-18,SEO,176.86,208749,4428,143,9160.71
2024-06-30,Paid Search,546.89,25889,902,39,3007.54
2025-08-13,SEO,207.86,239188,4543,143,9656.36
2024-04-11,Paid Search,712.41,34759,1301,58,3938.53
2024-01-17,Paid Search,726.33,34449,1366,66,5083.67
2024-12-26,Paid Social,,318416,4111,112,7098.53
2024-01-10,paid search,581.4,25315,778,35,2533.34
2024-03-30,Email,60.11,50365,2089,142,7998.2
2025-01-09,SEO,214.83,260539,5591,164,11297.71
2025-09-17,Paid Social,3835.95,414496,4713,83,5894.07
2024-12-14,Email,65.44,58221,2364,151,9827.14
2024-03-26,Paid Social,1117.3,140622,1868,56,3895.5
2024-03-21,Email,86.14,65923,2737,182,11806.28
2024-08-12,Email,92.99,74546,3122,200,13378.67
2025-03-15,SEO,161.69,169842,3038,96,6699.29
2024-09-03,Paid Search,668.49,32612,1138,45,3285.09
2025-09-15,Paid Social,4089.07,471354,5012,93,6720.18
2025-04-12,Paid Social,2135.1,241969,2719,71,4437.35
2024-10-31,Paid Social,2154.82,273106,3635,107,6899.81
2024-05-24,Email,99.34,76470,2939,182,10223.48
2024-08-23,Paid Social,2047.01,219551,2590,70,4608.32
2024-09-30,paid search,680.84,30155,969,45,3149.99
2024-07-13,Email,62.65,57282,2693,178,11629.9
2025-04-23,Paid Social,3348.77,382632,4560,99,6518.7
2025-02-12,SEO,219.85,245076,5018,134,10172.61
2024-04-01,Paid Search,648.71,30095,907,45,3407.2
2024-02-25,Paid_Social,856.38,104504,1369,37,2756.92
2025-06-05,Paid Search,764.21,37630,1201,53,3937.08
2024-08-31,Paid_Search,486.48,23884,859,41,3002.11
2025-03-31,Paid Social,2886.63,352776,4132,97,6732.66
2024-09-08,Paid Search,482.48,19887,618,30,2341.3
2024-11-26,paid search,664.61,32926,1123,54,4392.89
2025-08-13,Paid Social,3652.55,387218,4344,88,5659.85
2025-09-27,Paid Social,2517.42,282537,2967,66,4827.3
2024-01-03,Paid Search,577.1,24786,882,39,2698.06
2025-07-30,Email,102.24,93616,4041,295,18004.61
2024-08-27,SEO,197.35,220215,4200,138,10404.38
2024-07-24,SEO,184.14,187871,3413,107,7134.26
2024-04-23,Paid Social,1519.52,174257,2262,54,3850.31
2025-03-10,Paid Social,3191.76,383802,4926,102,7145.8
2025-05-05,Email,91.23,69877,3336,241,14436.12
2024-07-04,paid social,1657.58,183753,2366,71,4839.01
2025-04-15,SEO,232.21,247379,4424,117,8105.34
2024-10-23,SEO,170.15,187352,3464,116,7771.31
2025-04-25,Paid Search,821.54,34314,1302,60,4729.37
2024-11-06,Paid Social,2126.05,268145,2932,81,5831.34
2025-03-23,Email,67.89,59426,2663,187,12269.77
2024-07-21,Email,71.25,63026,2980,190,11769.34
2024-12-04,Paid Search,716.05,33301,1217,53,3629.54
2024-03-09,Email,74.48,64388,2660,156,8783.38
2024-03-29,Paid Social,1466.69,174555,2343,69,4264.69
2024-01-19,Email,98.82,76650,3599,212,12866.72
2024-09-23,Email,87.55,79213,3562,230,14017.95
2025-02-25,SEO,181.82,214616,4961,148,11284.57
2025-01-25,Paid Search,499.4,23796,848,39,2964.38
2024-11-19,Paid Search,597.77,27649,1041,46,3304.72
2024-11-14,SEO,219.04,257464,4875,140,10055.04
2025-02-15,Paid Social,2307.38,296177,3866,103,6719.61
2025-01-28,Email,101.67,76891,3748,250,16253.69
2024-04-29,SEO,174.42,204350,3762,112,8468.87
2024-12-25,Paid Search,690.4,32749,1081,54,4135.94
2024-06-21,SEO,209.64,256209,4963,132,10121.29
2025-02-13,Paid Search,769.69,35833,1426,71,5349.62
2025-06-29,SEO,137.59,155888,3368,90,5936.65
2024-12-23,Paid Search,624.6,27763,921,43,3069.7
2024-10-07,Email,94.87,76182,3332,198,12752.1
2024-06-30,Paid Social,1317.77,160154,1682,48,3266.85
2025-04-07,Paid_Search,743.31,36853,1197,54,4101.12
2025-10-30,Paid Social,4354.37,561747,6996,102,6548.17
2024-09-04,Email,95.9,86159,3702,258,14909.68
2024-04-12,Email,97.32,89046,4079,254,15259.69
2025-05-21,Paid Social,3058.31,382211,4020,82,5249.21
2024-01-15,Paid Social,996.1,121099,1312,33,2373.37
2024-07-12,Paid Search,668.96,28518,1082,53,3902.23
2025-01-22,SEO,215.59,263210,4791,162,11009.62
2025-08-09,Paid Social,2703.77,299404,3806,93,6833.43
2025-04-16,Email,92.98,81854,3205,206,12209.79
2024-03-08,Email,103.26,81279,3721,245,14030.88
2024-12-28,Paid Social,2088.93,260373,3261,97,6964.38
2025-03-04,Paid Social,3121.75,333828,3936,80,5216.26
2025-09-03,Paid Search,756.64,34480,1047,46,3083.44
2024-08-26,SEO,195.72,229130,5494,185,13415.52
2025-01-05,Paid Search,573.88,28260,941,38,2573.56
2024-02-10,Paid Search,425.81,19895,791,36,2487.47
2024-04-13,Email,72.73,64899,2776,170,10082.56
2024-07-02,Paid Search,652.31,28918,951,48,3828.7
2024-07-22,Paid Social,1666.34,206989,2750,82,5698.05
2024-03-06,Email,101.51,86747,3440,223,13052.44
2025-01-18,Paid Search,537.05,23049,775,30,2189.27
2024-03-22,SEO,203.06,213045,3833,104,6787.48
2024-02-17,SEO,148.08,168414,3828,120,7811.49
2025-04-12,SEO,139.55,162261,3047,101,6572.53
2025-08-11,Paid Search,830.66,36246,1192,61,4277.12
2025-09-20,SEO,140.98,160572,3036,92,6820.68
2024-02-20,SEO,173.67,186386,4309,136,10296.36
2024-01-04,Paid Social,953.86,105678,1435,37,2536.55
2025-05-18,Email,74.42,58276,2813,174,10283.93
2024-07-20,SEO,,163300,3200,87,6386.72
2024-04-12,SEO,160.48,182115,3831,129,8496.41
2024-11-10,Paid Search,508.89,24267,839,33,2282.59
2025-08-30,Paid Social,2862.13,311277,3403,78,5470.21
2024-07-23,Paid Search,690.02,29890,987,46,3070.7
2024-11-14,Paid Social,2595.68,293925,3307,76,5156.02
2025-09-01,Paid Social,3322.59,379999,4808,90,5916.29
2025-01-23,Paid_Social,2793.93,329869,3839,99,6807.47
2025-01-04,Paid Social,1834.31,210530,2159,52,3189.22
2024-06-28,Email,80.89,71739,2973,209,13566.49
2024-03-04,SEO,157.65,175568,3302,88,5845.01
2025-08-11,Paid Social,4141.19,472742,6436,123,7594.95
2024-10-11,Paid Search,683.68,30855,1017,43,3335.04
2024-06-15,Paid_Search,440.69,21353,713,30,2028.25
2024-08-30,Paid Search,745.7,36425,1315,56,4110.47
2025-03-22,Paid Search,534.57,25629,901,40,2691.13
2024-12-08,Paid Search,519.9,22291,684,27,1908.29
2024-05-18,SEO,120.88,128648,2517,84,5880.49
2025-05-07,Paid Search,625.74,30088,921,42,3139.21
2024-08-21,SEO,196.06,233030,5406,181,12188.66
2024-09-25,Paid Social,2099.05,224171,2993,90,5988.01
2025-07-29,Paid Social,3308.77,355614,4756,116,7423.82
2024-03-20,email,87.64,71004,3477,231,14021.68
2024-03-27,PAID SOCIAL,1399.66,156044,1952,59,3924.24
2024-02-17,Paid Social,816.64,92099,1074,26,1653.51
2025-03-18,SEO,193.51,193738,4325,124,9449.98
2024-04-19,Email,94.99,71982,3479,218,12720.83
2025-10-12,Paid Social,2869.67,343858,3924,97,6316.3
2025-03-20,SEO,201.87,237615,5456,157,10197.57
2024-04-28,SEO,124.54,135598,2430,67,4877.58
2024-08-17,Email,71.91,59464,2941,203,13232.75
2025-07-20,Email,85.3,72093,3256,225,14590.07
2025-06-08,Email,69.19,54386,2282,130,8359.77
2025-09-06,SEO,148.7,167143,3269,92,6211.89
2024-12-02,Paid Social,2633.03,340173,4084,99,6666.39
2025-02-03,Email,101.24,79952,3292,235,15567.5
2024-11-19,Email,86.59,77200,3659,209,11760.27
2025-02-02,Paid Social,1970.5,228452,2664,68,4491.35
2024-02-05,Paid Search,720.51,30295,1017,41,3001.75
2024-08-30,Email,93.85,78812,3765,225,13602.64
2024-04-05,SEO,198.09,199102,4645,162,10958.5
2025-05-31,Paid Search,502.17,23829,941,36,2459.47
2024-06-16,Email,70.42,55453,2817,155,9619.58
2024-03-29,email,103.54,85031,4389,303,18649.54
2024-04-19,SEO,208.34,219288,3976,116,8446.82
2024-05-15,Email,85.03,72019,3115,210,11780.44
2025-06-12,SEO,181.02,205836,4809,146,10103.56
2024-01-07,Paid Search,419.93,20240,760,29,1959.58
2025-05-09,Paid Search,816.17,34228,1309,65,5217.54
2024-10-21,PAID SEARCH,616.61,28490,934,40,3069.46
2024-03-15,EMAIL,96.86,77116,3215,237,15272.52
2025-05-21,Paid Search,626.28,27700,917,39,3169.17
2025-06-27,Paid Social,3432.06,391727,4207,78,5829.09
2024-10-04,SEO,208.7,229439,4207,146,11134.28
2025-03-03,Paid Social,3164.34,355021,4417,93,5711.82
2024-03-20,Paid Search,616.7,29351,1121,51,3869.45
2025-09-13,Paid Search,477.13,20309,781,32,2171.31
2025-10-07,Paid Search,729.88,35840,1331,68,5408.86
2024-11-26,Email,100.05,77217,3481,218,12415.25
2024-06-10,SEO,172.17,181058,3967,108,7637.58
2025-05-16,SEO,199.97,212595,4213,137,9154.82
2024-07-27,Paid Search,471.8,20322,668,30,2291.95
2024-06-19,Email,87.11,74322,3138,174,9641.48
2025-07-25,SEO,185.05,209766,3802,116,8612.99
2025-05-10,Email,64.6,51686,2524,179,11006.81
2025-01-16,Paid Search,622.83,28116,996,38,2961.75
2025-09-28,Email,,50533,2228,131,7218.2
2025-09-12,SEO,193.81,236307,4571,140,10168.29
2024-10-31,Email,93.27,78320,3414,231,12849.91
2024-04-21,Paid Search,470.28,21459,812,39,2726.22
2025-07-25,Email,115.82,93815,4738,330,19267.98
2024-12-30,Paid Search,728.94,34177,1126,55,4321.95
2025-04-23,SEO,225.99,264819,5538,175,13205.32
2024-07-02,Paid Social,1865.33,210453,2348,71,4796.55
2024-05-04,Email,64.66,57167,2814,163,9001.14
2024-01-27,SEO,125.94,139943,2790,88,5906.46
2024-10-16,SEO,216.81,238309,5049,137,9600.16
2024-07-10,SEO,174.48,208802,4908,152,11397.06
2025-02-15,SEO,130.87,152515,3076,81,5295.57
2024-05-10,Paid Social,1697.65,205938,2652,83,6092.82
2024-08-05,SEO,167.32,179849,3865,104,6640.75
2025-09-12,Paid Social,4017.37,459518,5904,91,6046.14
2024-08-04,Paid Search,511.65,21623,839,41,3017.42
2024-05-03,SEO,171.73,191521,3943,107,7547.26
2024-11-10,Paid Social,1759.68,221784,2454,69,4917.31
2025-10-26,SEO,159.02,163149,3737,116,8318.01
2024-04-26,SEO,187.48,192595,4240,144,9726.94
2024-07-20,Email,77.08,66482,2999,213,13518.08
2025-10-05,Email,77.59,58714,2433,164,9819.17
2024-07-25,Paid Search,632.22,28482,859,37,2843.2
2025-05-11,SEO,176.54,186297,3709,108,8243.23
2025-03-30,Paid Search,589.04,26206,889,34,2319.67
2025-04-20,Paid Search,526.96,24789,872,36,2765.95
2024-05-22,SEO,167.18,175541,4057,127,9000.41
2024-02-15,email,84.96,64903,3204,224,13365.89
2024-04-30,SEO,169.63,194429,3664,125,9042.95
2025-02-28,Email,103.32,89445,4295,288,18470.36
2025-04-10,Email,94.59,76896,2961,210,13158.45
2025-01-30,Paid Social,2958.09,342048,3494,88,5772.68
2025-07-19,Paid_Search,612.7,29309,1177,45,3422.55
2025-02-13,Email,100.35,83483,3840,276,16580.54
2024-05-13,Paid Social,1306.86,149413,1848,44,2989.52
2025-10-15,Paid Search,771.26,35427,1272,49,3335.3
2025-09-09,Paid Social,4269.44,496490,6417,96,6506.23
2024-12-15,SEO,145.19,147315,3020,84,5991.68
2024-04-11,Paid Social,1547.26,181284,2236,53,3830.12
2025-06-24,Paid Social,3262.65,362095,4475,101,6590.67
2025-05-04,SEO,131.69,140226,3045,104,6576.83
2025-08-12,Paid Search,774.51,32801,1231,58,4112.94
2025-06-14,SEO,,153582,3468,97,6679.18
2024-09-23,Paid Social,2380.56,270911,3326,81,5978.53
2024-05-21,SEO,167.86,186512,3789,103,7166.98
2024-10-08,Paid Social,1934.49,207168,2474,60,3874.93
2024-11-18,Paid Social,2371.2,262950,2711,64,4174.87
2025-04-08,SEO,182.05,185786,3417,106,7462.86
2025-02-02,SEO,150.39,160472,3541,94,7018.87
2025-07-21,Paid Social,3351.26,367796,4298,78,4891.27
2025-05-15,Email,106.15,94653,4294,249,15792.54
2024-07-07,Email,66.08,50292,2256,127,7254.99
2025-01-11,Paid Social,2028.15,259370,2787,65,4617.62
2024-04-29,Paid Social,1519.22,164816,2080,63,4269.2
2024-09-11,Email,84.24,73957,3553,265,17731.16
2024-03-16,Paid Search,469.64,21261,735,32,2425.56
2025-08-13,Paid Search,815.2,34196,1122,50,3367.04
2025-07-07,Paid Search,770.45,33131,1179,52,3989.04
2024-04-12,Paid Social,1366.84,171272,1992,52,3309.26
2025-05-30,email,104.63,80008,3833,214,14018.92
2024-08-21,Paid Search,759.93,36064,1443,64,4860.85
2025-05-15,Paid Social,,391491,4781,110,6801.03
2024-05-20,Paid Social,1329.78,141824,1476,40,2764.47
2024-03-05,SEO,210.48,213636,4317,141,9982.91
2025-08-01,Paid Search,674.46,28715,896,34,2334.63
2024-01-23,Email,88.61,75424,3019,218,12446.16
2025-04-22,SEO,184.78,212571,5096,166,11217.39
2025-08-15,Email,106.24,88444,4104,237,14482.98
2024-12-18,Email,110.5,100092,3932,217,12070.85
2024-10-05,Email,63.98,55918,2205,162,10024.59
2024-08-16,Email,102.0,82254,3489,195,10802.07
2025-04-19,Paid Social,2470.15,268849,3411,86,5864.43
2025-09-21,Email,71.47,61254,3140,180,10647.43
2024-03-10,Paid Search,568.46,24760,845,36,2886.04
2024-05-28,Email,86.4,71353,3584,251,16119.99
2025-08-08,Email,112.16,102247,4028,284,16248.67
2024-01-31,Email,102.53,85970,4274,244,13424.11
2024-08-30,SEO,178.09,205179,4444,153,11374.19
2024-12-05,Email,101.66,76604,3541,199,11555.72
2024-01-03,Paid Social,846.42,91292,1067,29,1966.81
2025-07-13,Email,73.98,57492,2228,136,7811.37
2025-09-03,Email,98.24,87442,3637,238,15078.37
2025-08-21,Paid Social,3234.36,354789,4436,93,6248.91
2024-03-15,SEO,209.46,234219,5556,184,12381.57
2024-05-12,SEO,148.99,156659,3707,99,6638.99
2024-10-24,SEO,182.64,205299,4616,160,11458.27
2024-11-22,Paid Search,681.31,28285,899,36,2399.44
2025-05-20,Paid Search,738.16,33937,1041,50,3929.28
2025-10-30,Email,88.88,70618,3222,206,12156.52
2024-07-04,SEO,201.03,225540,5347,153,11030.17
2025-03-25,EMAIL,91.28,82598,3916,227,15011.79
2024-07-16,Email,105.2,91881,4199,284,17898.78
2025-02-05,Paid Social,2552.45,290848,3903,93,6240.57
2024-08-17,Paid Search,488.45,23893,878,37,2628.21
2024-02-03,Paid Social,721.82,82280,858,23,1664.02
2024-11-27,Paid Social,2103.81,269429,2986,89,6504.96
2024-11-08,Paid_Social,2614.37,280738,3708,90,6216.52
2025-07-22,Paid Social,3402.63,423036,4449,83,5387.99
2024-07-01,Email,96.61,84065,4151,292,18359.48
2024-08-09,Email,103.9,88288,3923,245,15114.05
2024-03-05,Paid Search,668.64,30017,999,42,2979.37
2025-04-11,Paid Social,2710.47,334369,4132,85,5709.12
2024-08-01,SEO,167.05,179281,3413,110,8154.78
2025-04-26,SEO,147.7,163329,3046,107,7423.79
2024-12-14,Paid Search,593.83,28957,1131,43,3160.71
2024-01-30,Paid Search,740.55,32110,1237,62,4697.31
2024-08-02,SEO,192.04,215618,4459,135,8613.01
2025-04-17,Paid_Search,798.72,39411,1522,65,4647.55
2025-04-18,Paid Search,773.87,36231,1110,49,3741.3
2024-07-11,Paid Social,1566.34,172515,1908,49,3530.21
2024-08-02,Email,102.56,88830,3801,234,14377.97
2024-07-08,Paid Search,701.01,32993,1282,52,4199.13
2024-02-18,Paid Search,516.68,21900,658,30,2077.68
2024-02-26,Paid Social,1244.95,142371,1817,56,3785.6
2025-03-10,SEO,201.57,223978,4370,144,10966.49
2024-01-04,SEO,180.92,209508,4031,136,9474.04
2024-07-11,SEO,211.29,244643,5849,164,11842.24
2024-12-29,Paid Search,570.55,26970,842,35,2576.07
2025-04-01,Paid Social,2859.03,363771,4006,88,5706.7
2024-11-13,Paid Search,752.92,33203,1023,50,3349.32
2025-05-02,SEO,230.9,242346,5064,169,12627.38
2024-05-03,Paid Social,1671.87,207570,2416,71,4425.86
2024-05-19,Email,64.12,50822,2366,175,10221.44
2024-08-24,Email,79.49,60608,2491,183,11460.36
2025-09-07,PAID SOCIAL,3063.48,377875,4968,109,7382.36
2024-06-18,Email,81.06,62182,2588,180,11384.71
2025-03-03,SEO,179.27,194601,4588,153,10522.48
2024-03-23,SEO,154.63,156667,2888,96,6429.76
2024-05-29,Paid Social,1401.74,171950,1998,56,3942.53
2025-02-08,SEO,128.56,139400,3147,109,7250.16
2025-09-17,Paid Search,715.97,33652,1222,48,3562.49
2024-05-28,SEO,197.38,221525,4969,134,9056.28
2025-02-01,Email,81.29,74207,3124,173,11234.22
2024-09-26,PAID SOCIAL,2409.28,292339,3144,77,5444.2
2024-07-18,Paid Social,2077.05,246595,2622,74,4637.25
2024-10-08,SEO,216.54,226102,5034,144,9418.65
2024-10-29,Email,87.65,80342,3345,191,12626.27
2025-10-27,Paid Social,4030.74,433924,5868,89,6625.79
2025-07-12,PAID SOCIAL,2253.9,261498,2954,86,6408.43
2025-06-20,SEO,205.02,242818,4714,132,8860.3
2025-07-16,Paid Social,3526.35,381590,5162,118,7889.15
2024-08-09,Paid Search,661.17,32694,1252,50,3863.82
2024-04-11,SEO,201.63,227846,4571,148,9969.12
2024-12-31,SEO,203.7,211140,4628,145,9144.06
2024-06-17,EMAIL,93.67,84385,3283,244,13533.19
2025-01-09,Paid_Social,2677.72,306681,3846,83,5901.15
2024-08-20,Paid Social,2103.59,262421,3029,84,5455.77
2024-03-04,Email,97.39,73569,2997,165,10529.98
2024-05-14,Email,82.77,71501,2987,176,10515.77
2024-06-25,Paid Social,1599.07,189476,2465,63,4622.06
2024-10-18,Email,91.05,69158,2652,179,10858.67
2025-08-26,Email,103.13,78566,4020,273,16855.97
2025-09-10,Paid Social,3700.02,424054,4927,107,7325.3
2025-06-29,Paid Social,2888.99,371672,4870,103,7365.04
2025-01-08,Paid Social,2421.75,256679,2964,81,5367.73
2025-04-11,SEO,195.5,197976,4773,162,12140.44
2024-01-11,Paid Social,876.65,94803,1167,32,2272.81
2024-04-01,SEO,181.13,183200,3914,118,8730.41
2024-04-18,Paid_Social,1194.99,142031,1583,47,3116.95
2024-09-17,Email,94.64,86723,4453,266,15612.56
2025-06-30,Email,111.12,90826,4549,302,19421.69
2025-06-20,Paid Search,784.63,32414,1224,47,3590.72
2025-02-17,Paid Search,680.81,30719,1136,56,4153.47
2025-04-30,email,90.53,80681,3414,206,11772.1
